Exam_Component_ID,Title,Date_of_Test,Time_of_Test,Building,Room,Instructor,class,class_level
457,Intro To Mngmnt Info Syst,12-21-2024,3:00PM-5:30PM,Online,NULL,Kargar,MIS,245
1,Projct Mngmnt For Managers,12-20-2024,2:30PM-5:00PM,KUPF,202,Chen,MIS,363
101,Projct Mngmnt For Managers,12-18-2024,6:00PM-8:30PM,FMH,306,Moodey,MIS,363
455,Database Systems for Managers,12-17-2024,6:00PM-8:30PM,Online,NULL,Rajamani,MIS,385
101,Dec Supprt Tool & Tech Mngrs,12-18-2024,7:30PM-8:50PM,KUPF,203,Park,MIS,445
451,Dec Supprt Tool & Tech Mngrs,12-21-2024,6:00PM-8:30PM,Online,NULL,Park,MIS,445
1,Info Tech & Comp Advantage,12-16-2024,8:30AM-11:00AM,KUPF,108,Fjermestad,MIS,645
101,Info Tech & Comp Advantage,12-17-2024,6:00PM-8:30PM,CAB,3052,Fjermestad,MIS,645
851,Info Tech & Comp Advantage,12-21-2024,6:00PM-8:30PM,Online,NULL,Fjermestad,MIS,645
853,Info Tech & Comp Advantage,12-21-2024,3:00PM-5:30PM,Online,NULL,Fjermestad,MIS,645
851,Dec Support Sys For Mngrs,12-21-2024,12:00PM-2:30PM,Online,NULL,Sylla,MIS,648
101,Computerized Manufacturing Sys,12-16-2024,6:00PM-8:30PM,GITC,2310,Aristilde,MNE,601
101,Mats. and Processes for Tech.,12-19-2024,6:00PM-8:30PM,GITC,2311,Orlos,MNET,215
1,Concepts In Machining,12-17-2024,2:30PM-5:00PM,GITC,2311,Lieber,MNET,300
101,Adv Tech In CAD/CAM,12-16-2024,6:00PM-8:30PM,GITC,2315C,Dyer,MNET,303
1,Industrial Statistics,12-20-2024,2:30PM-5:00PM,CKB,215,Chaudhuri,MNET,315
101,Industrial Statistics,12-17-2024,6:00PM-8:30PM,KUPF,208,May,MNET,315
1,Industrial Cost Analysis,12-17-2024,2:30PM-5:00PM,CULM,110,Chaudhuri,MNET,414
101,Industrial Cost Analysis,12-18-2024,6:00PM-8:30PM,CKB,220,Zeiner,MNET,414
103,Industrial Cost Analysis,12-19-2024,6:00PM-8:30PM,CKB,214,Zeiner,MNET,414
105,Industrial Cost Analysis,12-20-2024,6:00PM-8:30PM,CKB,219,Dyer,MNET,414
101,Production Scheduling,12-18-2024,6:00PM-8:30PM,CKB,207,Arisoy Azim,MNET,416
101,Quality Systems,12-16-2024,6:00PM-8:30PM,CKB,212,May,MNET,420
101,Principles of Marketing,12-16-2024,6:00PM-8:30PM,FMH,408,Aziz,MRKT,330
455,Principles of Marketing,12-19-2024,6:00PM-8:30PM,Online,NULL,Olotewo,MRKT,330
457,Principles of Marketing,12-21-2024,3:00PM-5:30PM,Online,NULL,Olotewo,MRKT,330
851,Global Marketing Management,12-21-2024,6:00PM-8:30PM,Online,NULL,Elowitz,MRKT,620
101,Strategic Mrkt Management,12-17-2024,6:00PM-8:30PM,KUPF,206,Roman,MRKT,632
851,Strategic Mrkt Management,12-16-2024,6:00PM-8:30PM,Online,NULL,Shrivastava,MRKT,632
855,Strategic Mrkt Management,12-21-2024,3:00PM-5:30PM,Online,NULL,Elowitz,MRKT,632
851,Des/Dev High Tech Prod,12-19-2024,6:00PM-8:30PM,Online,NULL,Elowitz,MRKT,636
1,Intro Princ of Material Engr,12-17-2024,2:30PM-5:00PM,FMH,404,McEnnis,MTEN,201
3,Intro Princ of Material Engr,12-17-2024,2:30PM-5:00PM,CKB,220,Gor,MTEN,201
HM1,Intro Princ of Material Engr,12-17-2024,2:30PM-5:00PM,FMH,404,McEnnis,MTEN,201
1,Thermodynamics of Materials,12-20-2024,2:30PM-5:00PM,FMH,409,Khusid,MTEN,301
101,Found of Materials Sci & Engr,12-19-2024,6:00PM-8:30PM,FMH,305,Zhao,MTEN,610
101,Thermodynamics Of Materl,12-18-2024,6:00PM-8:30PM,FMH,314,Tyson,MTSE,602
101,Tranport Of Electons & Photons,12-16-2024,6:00PM-8:30PM,FMH,205,Jerez,MTSE,724
1,Business Op Mgmt & Analytics,12-17-2024,11:30AM-2:00PM,FMH,408,Rudna,OM,375
101,Business Op Mgmt & Analytics,12-19-2024,7:30PM-8:50PM,CKB,124,Rudna,OM,375
101,Optical Sci & Engr Optics,12-17-2024,6:00PM-8:30PM,FMH,403B,Balasingham,OPSE,301
101,Princ Of Pharmctcl Engr,12-17-2024,6:00PM-8:30PM,FMH,412,Bernhardt,PHEN,601
101,Pharm Unit Oper:Liq&Disp Sys,12-16-2024,6:00PM-8:30PM,FMH,309,Armenante,PHEN,603
1,Engineering Ethics,12-16-2024,8:30AM-11:00AM,GITC,1400,Randel,PHIL,334
3,Engineering Ethics,12-16-2024,8:30AM-11:00AM,GITC,1400,Randel,PHIL,334
5,Engineering Ethics,12-16-2024,8:30AM-11:00AM,CKB,217,Holbrook,PHIL,334
7,Engineering Ethics,12-16-2024,8:30AM-11:00AM,TIER,105,Edel,PHIL,334
9,Engineering Ethics,12-16-2024,8:30AM-11:00AM,WEST,LECT 1,Burnside,PHIL,334
11,Engineering Ethics,12-16-2024,8:30AM-11:00AM,WEST,LECT 1,Burnside,PHIL,334
13,Engineering Ethics,12-16-2024,8:30AM-11:00AM,WEST,LECT 1,Burnside,PHIL,334
15,Engineering Ethics,12-16-2024,8:30AM-11:00AM,WEST,LECT 1,Burnside,PHIL,334
101,Engineering Ethics,12-17-2024,6:00PM-8:30PM,GITC,1100,Heap,PHIL,334
451,Engineering Ethics,12-21-2024,6:00PM-8:30PM,Online,NULL,Estrada,PHIL,334
453,Engineering Ethics,12-21-2024,12:00PM-2:30PM,Online,NULL,George,PHIL,334
455,Engineering Ethics,12-21-2024,9:00AM-11:30AM,Online,NULL,George,PHIL,334
457,Engineering Ethics,12-21-2024,6:00PM-8:30PM,Online,NULL,George,PHIL,334
459,Engineering Ethics,12-21-2024,3:00PM-5:30PM,Online,NULL,Estrada,PHIL,334
461,Engineering Ethics,12-20-2024,6:00PM-8:30PM,Online,NULL,Estrada,PHIL,334
H01,Engineering Ethics,12-16-2024,8:30AM-11:00AM,CKB,217,Holbrook,PHIL,334
1,World Religions,12-18-2024,8:30AM-11:00AM,CKB,215,Brooks,PHIL,337
451,Biomedical Ethics,12-21-2024,6:00PM-8:30PM,Online,NULL,Deek,PHIL,351
453,Biomedical Ethics,12-20-2024,6:00PM-8:30PM,Online,NULL,Deek,PHIL,351
1,General Physics I,12-20-2024,2:30PM-5:00PM,ECEC,100,Kane,PHYS,102
3,General Physics I,12-20-2024,2:30PM-5:00PM,FMH,408,Kane,PHYS,102
5,General Physics I,12-20-2024,2:30PM-5:00PM,CKB,106,Ahn,PHYS,102
7,General Physics I,12-20-2024,2:30PM-5:00PM,KUPF,205,Ahn,PHYS,102
9,General Physics I,12-20-2024,2:30PM-5:00PM,KUPF,209,Vataj,PHYS,102
101,General Physics I,12-16-2024,6:00PM-8:30PM,TIER,113,Azizighannad,PHYS,102
103,General Physics I,12-18-2024,6:00PM-8:30PM,FMH,213,Stefan,PHYS,102
105,General Physics I,12-17-2024,6:00PM-8:30PM,WEST,LECT 2,Montalvo,PHYS,102
1,General Physics II,12-20-2024,2:30PM-5:00PM,KUPF,106,Opyrchal,PHYS,103
101,General Physics II,12-16-2024,6:00PM-8:30PM,KUPF,205,Sirenko,PHYS,103
1,Physics I,12-19-2024,11:30AM-2:00PM,WEST,LECT 2,Kane,PHYS,111
3,Physics I,12-19-2024,11:30AM-2:00PM,ECEC,100,Kane,PHYS,111
5,Physics I,12-19-2024,11:30AM-2:00PM,KUPF,106,Cooper,PHYS,111
7,Physics I,12-19-2024,11:30AM-2:00PM,KUPF,205,Cooper,PHYS,111
9,Physics I,12-19-2024,11:30AM-2:00PM,ME,224,Hijazi,PHYS,111
11,Physics I,12-19-2024,11:30AM-2:00PM,CKB,106,Hijazi,PHYS,111
13,Physics I,12-19-2024,11:30AM-2:00PM,FMH,408,Cooper,PHYS,111
15,Physics I,12-19-2024,11:30AM-2:00PM,KUPF,209,Cooper,PHYS,111
17,Physics I,12-19-2024,11:30AM-2:00PM,KUPF,202,Zhou,PHYS,111
19,Physics I,12-19-2024,11:30AM-2:00PM,KUPF,207,Zhou,PHYS,111
21,Physics I,12-19-2024,11:30AM-2:00PM,CULM,110,Hijazi,PHYS,111
23,Physics I,12-19-2024,11:30AM-2:00PM,KUPF,105,Hijazi,PHYS,111
25,Physics I,12-19-2024,11:30AM-2:00PM,ME,221,Vataj,PHYS,111
27,Physics I,12-19-2024,11:30AM-2:00PM,KUPF,104,Levy,PHYS,111
29,Physics I,12-19-2024,11:30AM-2:00PM,KUPF,206,Levy,PHYS,111
31,Physics I,12-19-2024,11:30AM-2:00PM,CKB,215,Gokce,PHYS,111
33,Physics I,12-19-2024,11:30AM-2:00PM,CKB,219,Gokce,PHYS,111
35,Physics I,12-19-2024,11:30AM-2:00PM,ECEC,115,Vataj,PHYS,111
37,Physics I,12-19-2024,11:30AM-2:00PM,TIER,105,Maljian,PHYS,111
101,Physics I,12-17-2024,6:00PM-8:30PM,TIER,113,Gokce,PHYS,111
103,Physics I,12-19-2024,6:00PM-8:30PM,FMH,408,Yang,PHYS,111
105,Physics I,12-16-2024,6:00PM-8:30PM,TIER,105,Piatek,PHYS,111
107,Physics I,12-16-2024,6:00PM-8:30PM,TIER,112,Gokce,PHYS,111
109,Physics I,12-19-2024,6:00PM-8:30PM,ECEC,100,Piatek,PHYS,111
H01,Physics I,12-19-2024,11:30AM-2:00PM,CKB,114,Shneidman,PHYS,111
H03,Physics I,12-19-2024,11:30AM-2:00PM,CKB,114,Shneidman,PHYS,111
1,Physics II,12-17-2024,2:30PM-5:00PM,WEST,LECT 2,Opyrchal,PHYS,121
3,Physics II,12-17-2024,2:30PM-5:00PM,ECEC,115,Opyrchal,PHYS,121
5,Physics II,12-17-2024,2:30PM-5:00PM,KUPF,108,Zhou,PHYS,121
7,Physics II,12-17-2024,2:30PM-5:00PM,ECEC,100,Zhou,PHYS,121
9,Physics II,12-17-2024,2:30PM-5:00PM,KUPF,206,Shneidman,PHYS,121
11,Physics II,12-17-2024,2:30PM-5:00PM,CKB,114,Shneidman,PHYS,121
13,Physics II,12-17-2024,2:30PM-5:00PM,FMH,408,Thomas,PHYS,121
15,Physics II,12-17-2024,2:30PM-5:00PM,KUPF,104,Gokce,PHYS,121
17,Physics II,12-17-2024,2:30PM-5:00PM,KUPF,209,Opyrchal,PHYS,121
101,Physics II,12-18-2024,6:00PM-8:30PM,KUPF,106,Piatek,PHYS,121
103,Physics II,12-17-2024,6:00PM-8:30PM,KUPF,203,Piatek,PHYS,121
1,Electricity & Magntsm ECE Appl,12-19-2024,11:30AM-2:00PM,KUPF,118,Gerrard,PHYS,122
3,Electricity & Magntsm ECE Appl,12-19-2024,11:30AM-2:00PM,KUPF,118,Gerrard,PHYS,122
1,Intro Astronomy Cosmolgy,12-18-2024,8:30AM-11:00AM,GITC,1400,Gatley,PHYS,202
3,Intro Astronomy Cosmolgy,12-16-2024,11:30AM-2:00PM,ECEC,100,Georgiou,PHYS,202
5,Intro Astronomy Cosmolgy,12-19-2024,8:30AM-11:00AM,ECEC,100,Georgiou,PHYS,202
101,Intro Astronomy Cosmolgy,12-18-2024,6:00PM-8:30PM,TIER,LECT 2,Maljian,PHYS,202
103,Intro Astronomy Cosmolgy,12-16-2024,6:00PM-8:30PM,KUPF,106,Kosovichev,PHYS,202
105,Intro Astronomy Cosmolgy,12-19-2024,6:00PM-8:30PM,CULM,LECT 2,Cooper,PHYS,202
1,The Earth in Space,12-17-2024,11:30AM-2:00PM,ECEC,100,Maljian,PHYS,203
3,The Earth in Space,12-19-2024,2:30PM-5:00PM,WEST,LECT 2,Maljian,PHYS,203
5,The Earth in Space,12-16-2024,2:30PM-5:00PM,FMH,408,Maljian,PHYS,203
7,The Earth in Space,12-19-2024,2:30PM-5:00PM,ECEC,115,Georgiou,PHYS,203
9,The Earth in Space,12-17-2024,11:30AM-2:00PM,ECEC,115,Georgiou,PHYS,203
101,The Earth in Space,12-16-2024,6:00PM-8:30PM,ECEC,100,Georgiou,PHYS,203
103,The Earth in Space,12-18-2024,6:00PM-8:30PM,FMH,408,Ravindra,PHYS,203
1,Physics III,12-17-2024,2:30PM-5:00PM,KUPF,106,Jerez,PHYS,234
3,Physics III,12-17-2024,2:30PM-5:00PM,KUPF,103,Jerez,PHYS,234
101,Physics III,12-18-2024,6:00PM-8:30PM,CKB,124,Jerez,PHYS,234
HM1,Physics III,12-17-2024,2:30PM-5:00PM,KUPF,106,Jerez,PHYS,234
1,Astronomy and Astrophysics II,12-19-2024,8:30AM-11:00AM,TIER,114,Chen,PHYS,321
1,Special Relativity,12-20-2024,11:30AM-2:00PM,FMH,407,Maljian,PHYS,420
1,Classical Mechanics I,12-17-2024,11:30AM-2:00PM,CKB,214,Jerez,PHYS,430
1,Electromagnetism I,12-16-2024,8:30AM-11:00AM,FMH,404,Perry,PHYS,432
101,Adv Classical Mechanics,12-16-2024,6:00PM-8:30PM,FMH,404,Zhou,PHYS,611
101,Classical Electrodynamic,12-19-2024,6:00PM-8:30PM,FMH,319,Inoue,PHYS,621
1,Quantum Mechanics II,12-18-2024,2:30PM-5:00PM,FMH,305,Zhou,PHYS,731
1,Intro to Helioseismology,12-17-2024,11:30AM-2:00PM,FMH,110,Kosovichev,PHYS,747
1,Curr Topics Applied Phys,12-20-2024,2:30PM-5:00PM,FMH,203,Goodwin,PHYS,780
1,Orientation Psych as Behav Sci,12-16-2024,2:30PM-5:00PM,FMH,319,Hyland Bruno,PSY,201
1,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,CKB,303,Cohen,PSY,210
3,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,CKB,303,Cohen,PSY,210
5,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,WEST,LECT 2,Venchkoski,PSY,210
7,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,ECEC,115,Conover,PSY,210
9,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,CKB,106,Wolf,PSY,210
11,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,KUPF,207,Dickerman,PSY,210
13,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,ECEC,100,Dickerman,PSY,210
15,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,KUPF,202,Dickerman,PSY,210
17,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,CKB,303,Cohen,PSY,210
19,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,CKB,303,Cohen,PSY,210
21,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,KUPF,117,DiLorenzo,PSY,210
23,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,KUPF,117,DiLorenzo,PSY,210
101,Introduction to Psychology,12-21-2024,1:00PM-3:30PM,CKB,223,Anjum,PSY,210
103,Introduction to Psychology,12-21-2024,9:00AM-11:30AM,CKB,223,Anjum,PSY,210
105,Introduction to Psychology,12-17-2024,6:00PM-8:30PM,KUPF,108,Venchkoski,PSY,210
107,Introduction to Psychology,12-19-2024,6:00PM-8:30PM,KUPF,207,Semizer Kaplan,PSY,210
109,Introduction to Psychology,12-18-2024,6:00PM-8:30PM,KUPF,108,Jones,PSY,210
H01,Introduction to Psychology,12-20-2024,11:30AM-2:00PM,KUPF,205,Dickerman,PSY,210
1,SS Research Methods I,12-16-2024,8:30AM-11:00AM,CKB,126,Hunt,PSY,304
1,SS Research Methods I Lab,12-19-2024,11:30AM-2:00PM,CKB,212,Hunt,PSY,304
1,Social Psychology,12-17-2024,8:30AM-11:00AM,CKB,206,Venchkoski,PSY,321
1,Special Topics in Psychology,12-16-2024,8:30AM-11:00AM,CKB,214,Snyder,PSY,325
1,Psychology of Diversity,12-18-2024,2:30PM-5:00PM,CKB,219,Khichi,PSY,339
1,Foundations of Cyberpsychology,12-16-2024,8:30AM-11:00AM,CKB,106,Wolf,PSY,359
HM1,Foundations of Cyberpsychology,12-16-2024,8:30AM-11:00AM,CKB,106,Wolf,PSY,359
1,Psychopathology,12-17-2024,2:30PM-5:00PM,CKB,226,Venchkoski,PSY,389
101,Fund of Soft and Data,12-16-2024,6:00PM-8:30PM,CKB,313,Abichandani,SDET,101
101,Computer Design Fundamentals,12-16-2024,6:00PM-8:30PM,CKB,207,Perumalsamy,SDET,310
101,Computer Architecture,12-17-2024,6:00PM-8:30PM,MALL,PC36,Perumalsamy,SDET,315
101,Medical Informatics Technology,12-21-2024,9:00AM-11:30AM,CKB,314,Lubliner,SDET,325
101,Software Web Applications I,12-18-2024,6:00PM-8:30PM,GITC,2400,Aslam,SDET,330
101,Network Applications I,12-18-2024,6:00PM-8:30PM,GITC,2315C,Patel,SDET,335
101,Visual Basic .Net,12-19-2024,6:00PM-8:30PM,MALL,PC40,Tereshkovich,SDET,341
101,Web App Development for Mobile,12-20-2024,6:00PM-8:30PM,GITC,2302,Nasello,SDET,373
451,Web App Development for Mobile,12-21-2024,9:00AM-11:30AM,Online,NULL,Nasello,SDET,373
1,Senior Project,12-20-2024,2:30PM-5:00PM,FMH,206,Bedi,SDET,401
101,Software Web Applications II,12-17-2024,6:00PM-8:30PM,GITC,2305,Aslam,SDET,430
101,Network Applications II,12-16-2024,6:00PM-8:30PM,GITC,2400,Patel,SDET,435
101,Introduction To Geomatics,12-16-2024,6:00PM-8:30PM,CKB,126,Potts,SET,200
101,Introduction to Geomatics Lab,12-21-2024,9:00AM-11:30AM,CKB,313,Todosov,SET,200
101,Photogram & Aerial Photo,12-18-2024,6:00PM-8:30PM,MALL,PC39,Jin,SET,303
102,Bound & Adjacent Propert,12-20-2024,6:00PM-8:30PM,CKB,126,Potts,SET,307
1,Und Tech Soc: Intro STS,12-16-2024,2:30PM-5:00PM,WEST,LECT 1,Bozicevic,STS,201
3,Und Tech Soc: Intro STS,12-16-2024,2:30PM-5:00PM,WEST,LECT 1,Bozicevic,STS,201
5,Und Tech Soc: Intro STS,12-16-2024,2:30PM-5:00PM,WEST,LECT 1,Bozicevic,STS,201
7,Und Tech Soc: Intro STS,12-16-2024,2:30PM-5:00PM,ECEC,115,Keeler,STS,201
9,Und Tech Soc: Intro STS,12-16-2024,2:30PM-5:00PM,GITC,1400,Stanik,STS,201
11,Und Tech Soc: Intro STS,12-16-2024,2:30PM-5:00PM,GITC,1400,Stanik,STS,201
13,Und Tech Soc: Intro STS,12-16-2024,2:30PM-5:00PM,WEST,LECT 2,Goncalves Leonel da Silva,STS,201
15,Und Tech Soc: Intro STS,12-16-2024,2:30PM-5:00PM,ECEC,100,Leli,STS,201
17,Und Tech Soc: Intro STS,12-16-2024,2:30PM-5:00PM,CKB,106,Pullum,STS,201
1,Intro to Research Methods,12-17-2024,8:30AM-11:00AM,FMH,405,Collins,STS,205
H01,Intro to Research Methods,12-17-2024,8:30AM-11:00AM,TIER,106,Tancredi-Brice Agbenyega,STS,205
1,Introduction to Sociology,12-20-2024,8:30AM-11:00AM,KUPF,206,Edel,STS,221
3,Introduction to Sociology,12-20-2024,8:30AM-11:00AM,TIER,105,Manley,STS,221
1,Intro to Anthropology,12-19-2024,11:30AM-2:00PM,CKB,207,Brooks,STS,230
1,Globalization,12-17-2024,2:30PM-5:00PM,KUPF,107,Hunt,STS,308
HM1,Globalization,12-17-2024,2:30PM-5:00PM,KUPF,107,Hunt,STS,308
1,ST:,12-17-2024,8:30AM-11:00AM,CKB,207,See,STS,325
3,ST:,12-17-2024,8:30AM-11:00AM,CKB,212,Rothenberg,STS,325
5,ST:,12-17-2024,8:30AM-11:00AM,FMH,319,Pullum,STS,325
H01,ST:,12-17-2024,8:30AM-11:00AM,FMH,407,Edel,STS,325
101,"Gender, Technology and Society",12-17-2024,6:00PM-8:30PM,CULM,LECT 1,Steffen-Fluhr,STS,342
HM1,"Gender, Technology and Society",12-17-2024,6:00PM-8:30PM,CULM,LECT 1,Steffen-Fluhr,STS,342
101,Race and Ethnicity,12-18-2024,6:00PM-8:30PM,FMH,110,Dickerman,STS,352
1,Ethics and the Environment,12-18-2024,8:30AM-11:00AM,TIER,107,See,STS,360
101,Sustainability Studies,12-17-2024,6:00PM-8:30PM,KUPF,205,Cohen,STS,363
HM1,Sustainability Studies,12-17-2024,6:00PM-8:30PM,KUPF,205,Cohen,STS,363
1,Living Theatre,12-17-2024,11:30AM-2:00PM,CKB,212,Edwards,THTR,101
1,Acting Fundamentals,12-16-2024,2:30PM-5:00PM,CKB,310,Self,THTR,102
1,From Page to Stage,12-19-2024,2:30PM-5:00PM,CKB,212,Edwards,THTR,212
1,Directing I,12-20-2024,2:30PM-5:00PM,FMH,405,Edwards,THTR,213
1,Improvisational Thtr-ShortForm,12-20-2024,8:30AM-11:00AM,CKB,226,Kornfeld,THTR,216
1,Theatre History I,12-18-2024,2:30PM-5:00PM,FMH,405,Edwards,THTR,310
1,Principles of Playwriting,12-18-2024,11:30AM-2:00PM,FMH,407,Lobontiu,THTR,365
101,Intro Urban Trans Plan,12-19-2024,6:00PM-8:30PM,CKB,220,Chien,TRAN,603
101,Transportation Economics,12-16-2024,6:00PM-8:30PM,COLT,423,Dimitrijevic,TRAN,610
851,Traffic Studies and Capacity,12-18-2024,6:00PM-8:30PM,Online,NULL,Besenski,TRAN,615
853,Traffic Studies and Capacity,12-17-2024,6:00PM-8:30PM,Online,NULL,Besenski,TRAN,615
851,Urban Systems Engineering,12-18-2024,6:00PM-8:30PM,Online,NULL,Spasovic,TRAN,650
853,Urban Systems Engineering,12-21-2024,6:00PM-8:30PM,Online,NULL,Spasovic,TRAN,650
